framenum,queue density,dynamic density
3,0.0646399,0.0300611
6,0.0646399,0.0300611
9,0.0646399,0.0300611
12,0.0646399,0.0300611
15,0.0948747,0.182892
18,0.0948747,0.182892
21,0.0948747,0.182892
24,0.0948747,0.182892
27,0.108518,0.0754831
30,0.108518,0.0754831
33,0.108518,0.0754831
36,0.108518,0.0754831
39,0.118018,0.0636624
42,0.118018,0.0636624
45,0.118018,0.0636624
48,0.118018,0.0636624
51,0.121766,0.0413761
54,0.121766,0.0413761
57,0.121766,0.0413761
60,0.121766,0.0413761
63,0.125808,0.128789
66,0.125808,0.128789
69,0.125808,0.128789
72,0.125808,0.128789
75,0.131261,0.0273136
78,0.131261,0.0273136
81,0.131261,0.0273136
84,0.131261,0.0273136
87,0.154125,0.0566236
90,0.154125,0.0566236
93,0.154125,0.0566236
96,0.154125,0.0566236
99,0.174283,0.0953427
102,0.174283,0.0953427
105,0.174283,0.0953427
108,0.174283,0.0953427
111,0.188361,0.121309
114,0.188361,0.121309
117,0.188361,0.121309
120,0.188361,0.121309
123,0.209394,0.126329
126,0.209394,0.126329
129,0.209394,0.126329
132,0.209394,0.126329
135,0.218573,0.138602
138,0.218573,0.138602
141,0.218573,0.138602
144,0.218573,0.138602
147,0.220162,0.153261
150,0.220162,0.153261
153,0.220162,0.153261
156,0.220162,0.153261
159,0.214791,0.0845335
162,0.214791,0.0845335
165,0.214791,0.0845335
168,0.214791,0.0845335
171,0.205261,0.0811821
174,0.205261,0.0811821
177,0.205261,0.0811821
180,0.205261,0.0811821
183,0.198879,0.071139
186,0.198879,0.071139
189,0.198879,0.071139
192,0.198879,0.071139
195,0.194697,0.0548158
198,0.194697,0.0548158
201,0.194697,0.0548158
204,0.194697,0.0548158
207,0.195573,0.00309103
210,0.195573,0.00309103
213,0.195573,0.00309103
216,0.195573,0.00309103
219,0.195875,6.03865e-05
222,0.195875,6.03865e-05
225,0.195875,6.03865e-05
228,0.195875,6.03865e-05
231,0.196131,2.26449e-05
234,0.196131,2.26449e-05
237,0.196131,2.26449e-05
240,0.196131,2.26449e-05
243,0.194161,0.00329484
246,0.194161,0.00329484
249,0.194161,0.00329484
252,0.194161,0.00329484
255,0.194052,0.00556688
258,0.194052,0.00556688
261,0.194052,0.00556688
264,0.194052,0.00556688
267,0.194882,0.00849185
270,0.194882,0.00849185
273,0.194882,0.00849185
276,0.194882,0.00849185
279,0.194795,0.0108318
282,0.194795,0.0108318
285,0.194795,0.0108318
288,0.194795,0.0108318
291,0.19829,0.011949
294,0.19829,0.011949
297,0.19829,0.011949
300,0.19829,0.011949
303,0.190625,0.0141078
306,0.190625,0.0141078
309,0.190625,0.0141078
312,0.190625,0.0141078
315,0.196365,0.000377415
318,0.196365,0.000377415
321,0.196365,0.000377415
324,0.196365,0.000377415
327,0.195267,0.000988829
330,0.195267,0.000988829
333,0.195267,0.000988829
336,0.195267,0.000988829
339,0.195837,0.00113602
342,0.195837,0.00113602
345,0.195837,0.00113602
348,0.195837,0.00113602
351,0.198354,0.0105299
354,0.198354,0.0105299
357,0.198354,0.0105299
360,0.198354,0.0105299
363,0.197094,0.031401
366,0.197094,0.031401
369,0.197094,0.031401
372,0.197094,0.031401
375,0.197988,0.021641
378,0.197988,0.021641
381,0.197988,0.021641
384,0.197988,0.021641
387,0.202725,0.015825
390,0.202725,0.015825
393,0.202725,0.015825
396,0.202725,0.015825
399,0.2093,0.0255246
402,0.2093,0.0255246
405,0.2093,0.0255246
408,0.2093,0.0255246
411,0.22115,0.047192
414,0.22115,0.047192
417,0.22115,0.047192
420,0.22115,0.047192
423,0.251257,0.0941878
426,0.251257,0.0941878
429,0.251257,0.0941878
432,0.251257,0.0941878
435,0.286432,0.0619263
438,0.286432,0.0619263
441,0.286432,0.0619263
444,0.286432,0.0619263
447,0.301113,0.14389
450,0.301113,0.14389
453,0.301113,0.14389
456,0.301113,0.14389
459,0.321388,0.115202
462,0.321388,0.115202
465,0.321388,0.115202
468,0.321388,0.115202
471,0.325725,0.246701
474,0.325725,0.246701
477,0.325725,0.246701
480,0.325725,0.246701
483,0.332635,0.224898
486,0.332635,0.224898
489,0.332635,0.224898
492,0.332635,0.224898
495,0.332273,0.166531
498,0.332273,0.166531
501,0.332273,0.166531
504,0.332273,0.166531
507,0.360451,0.0276759
510,0.360451,0.0276759
513,0.360451,0.0276759
516,0.360451,0.0276759
519,0.381741,0.0706522
522,0.381741,0.0706522
525,0.381741,0.0706522
528,0.381741,0.0706522
531,0.39532,0.0736866
534,0.39532,0.0736866
537,0.39532,0.0736866
540,0.39532,0.0736866
543,0.405114,0.0681499
546,0.405114,0.0681499
549,0.405114,0.0681499
552,0.405114,0.0681499
555,0.405552,0.0470373
558,0.405552,0.0470373
561,0.405552,0.0470373
564,0.405552,0.0470373
567,0.399223,0.104661
570,0.399223,0.104661
573,0.399223,0.104661
576,0.399223,0.104661
579,0.410643,0.0312915
582,0.410643,0.0312915
585,0.410643,0.0312915
588,0.410643,0.0312915
591,0.43088,0.0576125
594,0.43088,0.0576125
597,0.43088,0.0576125
600,0.43088,0.0576125
603,0.441259,0.0461692
606,0.441259,0.0461692
609,0.441259,0.0461692
612,0.441259,0.0461692
615,0.462783,0.0698898
618,0.462783,0.0698898
621,0.462783,0.0698898
624,0.462783,0.0698898
627,0.4853,0.104084
630,0.4853,0.104084
633,0.4853,0.104084
636,0.4853,0.104084
639,0.495226,0.0954333
642,0.495226,0.0954333
645,0.495226,0.0954333
648,0.495226,0.0954333
651,0.502257,0.0662364
654,0.502257,0.0662364
657,0.502257,0.0662364
660,0.502257,0.0662364
663,0.518565,0.0721505
666,0.518565,0.0721505
669,0.518565,0.0721505
672,0.518565,0.0721505
675,0.525891,0.0838089
678,0.525891,0.0838089
681,0.525891,0.0838089
684,0.525891,0.0838089
687,0.532722,0.0873943
690,0.532722,0.0873943
693,0.532722,0.0873943
696,0.532722,0.0873943
699,0.534926,0.089538
702,0.534926,0.089538
705,0.534926,0.089538
708,0.534926,0.089538
711,0.537398,0.0715806
714,0.537398,0.0715806
717,0.537398,0.0715806
720,0.537398,0.0715806
723,0.533296,0.0270758
726,0.533296,0.0270758
729,0.533296,0.0270758
732,0.533296,0.0270758
735,0.530246,0.00164176
738,0.530246,0.00164176
741,0.530246,0.00164176
744,0.530246,0.00164176
747,0.522652,0.0021022
750,0.522652,0.0021022
753,0.522652,0.0021022
756,0.522652,0.0021022
759,0.522792,0.000267965
762,0.522792,0.000267965
765,0.522792,0.000267965
768,0.522792,0.000267965
771,0.512134,0.00523098
774,0.512134,0.00523098
777,0.512134,0.00523098
780,0.512134,0.00523098
783,0.515316,0.00158514
786,0.515316,0.00158514
789,0.515316,0.00158514
792,0.515316,0.00158514
795,0.524068,0.012583
798,0.524068,0.012583
801,0.524068,0.012583
804,0.524068,0.012583
807,0.538379,0.0319633
810,0.538379,0.0319633
813,0.538379,0.0319633
816,0.538379,0.0319633
819,0.550464,0.0331937
822,0.550464,0.0331937
825,0.550464,0.0331937
828,0.550464,0.0331937
831,0.561353,0.00224185
834,0.561353,0.00224185
837,0.561353,0.00224185
840,0.561353,0.00224185
843,0.559417,0.00207956
846,0.559417,0.00207956
849,0.559417,0.00207956
852,0.559417,0.00207956
855,0.560047,0.00302687
858,0.560047,0.00302687
861,0.560047,0.00302687
864,0.560047,0.00302687
867,0.561236,0.00144173
870,0.561236,0.00144173
873,0.561236,0.00144173
876,0.561236,0.00144173
879,0.562077,0.000800121
882,0.562077,0.000800121
885,0.562077,0.000800121
888,0.562077,0.000800121
891,0.560636,0.00082654
894,0.560636,0.00082654
897,0.560636,0.00082654
900,0.560636,0.00082654
903,0.563379,0.00102657
906,0.563379,0.00102657
909,0.563379,0.00102657
912,0.563379,0.00102657
915,0.558865,0.00144173
918,0.558865,0.00144173
921,0.558865,0.00144173
924,0.558865,0.00144173
927,0.551657,0.000188708
930,0.551657,0.000188708
933,0.551657,0.000188708
936,0.551657,0.000188708
939,0.554144,0.000158514
942,0.554144,0.000158514
945,0.554144,0.000158514
948,0.554144,0.000158514
951,0.557896,0.000524607
954,0.557896,0.000524607
957,0.557896,0.000524607
960,0.557896,0.000524607
963,0.556846,0.00010945
966,0.556846,0.00010945
969,0.556846,0.00010945
972,0.556846,0.00010945
975,0.561364,0.000422705
978,0.561364,0.000422705
981,0.561364,0.000422705
984,0.561364,0.000422705
987,0.561696,0.0107865
990,0.561696,0.0107865
993,0.561696,0.0107865
996,0.561696,0.0107865
999,0.559496,0.000837862
1002,0.559496,0.000837862
1005,0.559496,0.000837862
1008,0.559496,0.000837862
1011,0.556314,0.0034609
1014,0.556314,0.0034609
1017,0.556314,0.0034609
1020,0.556314,0.0034609
1023,0.554627,0.0120773
1026,0.554627,0.0120773
1029,0.554627,0.0120773
1032,0.554627,0.0120773
1035,0.554186,0.00180027
1038,0.554186,0.00180027
1041,0.554186,0.00180027
1044,0.554186,0.00180027
1047,0.556941,0.0146777
1050,0.556941,0.0146777
1053,0.556941,0.0146777
1056,0.556941,0.0146777
1059,0.555416,0.000347222
1062,0.555416,0.000347222
1065,0.555416,0.000347222
1068,0.555416,0.000347222
1071,0.550528,0.00386851
1074,0.550528,0.00386851
1077,0.550528,0.00386851
1080,0.550528,0.00386851
1083,0.552914,0.00240036
1086,0.552914,0.00240036
1089,0.552914,0.00240036
1092,0.552914,0.00240036
1095,0.553872,7.54831e-05
1098,0.553872,7.54831e-05
1101,0.553872,7.54831e-05
1104,0.553872,7.54831e-05
1107,0.554888,0.000849185
1110,0.554888,0.000849185
1113,0.554888,0.000849185
1116,0.554888,0.000849185
1119,0.552846,0.000249094
1122,0.552846,0.000249094
1125,0.552846,0.000249094
1128,0.552846,0.000249094
1131,0.55708,0.0101072
1134,0.55708,0.0101072
1137,0.55708,0.0101072
1140,0.55708,0.0101072
1143,0.554612,0.0170026
1146,0.554612,0.0170026
1149,0.554612,0.0170026
1152,0.554612,0.0170026
1155,0.554903,0.0118508
1158,0.554903,0.0118508
