framenum,queue density,dynamic density
3,0.0664713,0.0286745
6,0.0664713,0.0286745
9,0.0664713,0.0286745
12,0.0664713,0.0286745
15,0.0664713,0.0286745
18,0.0664713,0.0286745
21,0.104353,0.170651
24,0.104353,0.170651
27,0.104353,0.170651
30,0.104353,0.170651
33,0.104353,0.170651
36,0.104353,0.170651
39,0.120505,0.0822353
42,0.120505,0.0822353
45,0.120505,0.0822353
48,0.120505,0.0822353
51,0.120505,0.0822353
54,0.120505,0.0822353
57,0.127278,0.106695
60,0.127278,0.106695
63,0.127278,0.106695
66,0.127278,0.106695
69,0.127278,0.106695
72,0.127278,0.106695
75,0.133246,0.111606
78,0.133246,0.111606
81,0.133246,0.111606
84,0.133246,0.111606
87,0.133246,0.111606
90,0.133246,0.111606
93,0.17582,0.0587373
96,0.17582,0.0587373
99,0.17582,0.0587373
102,0.17582,0.0587373
105,0.17582,0.0587373
108,0.17582,0.0587373
111,0.189995,0.111844
114,0.189995,0.111844
117,0.189995,0.111844
120,0.189995,0.111844
123,0.189995,0.111844
126,0.189995,0.111844
129,0.214197,0.130297
132,0.214197,0.130297
135,0.214197,0.130297
138,0.214197,0.130297
141,0.214197,0.130297
144,0.214197,0.130297
147,0.221739,0.133554
150,0.221739,0.133554
153,0.221739,0.133554
156,0.221739,0.133554
159,0.221739,0.133554
162,0.221739,0.133554
165,0.211028,0.111533
168,0.211028,0.111533
171,0.211028,0.111533
174,0.211028,0.111533
177,0.211028,0.111533
180,0.211028,0.111533
183,0.199456,0.0438886
186,0.199456,0.0438886
189,0.199456,0.0438886
192,0.199456,0.0438886
195,0.199456,0.0438886
198,0.199456,0.0438886
201,0.195841,0.0539839
204,0.195841,0.0539839
207,0.195841,0.0539839
210,0.195841,0.0539839
213,0.195841,0.0539839
216,0.195841,0.0539839
219,0.196249,0.00103837
222,0.196249,0.00103837
225,0.196249,0.00103837
228,0.196249,0.00103837
231,0.196249,0.00103837
234,0.196249,0.00103837
237,0.196864,0
240,0.196864,0
243,0.196864,0
246,0.196864,0
249,0.196864,0
252,0.196864,0
255,0.194399,0.00307666
258,0.194399,0.00307666
261,0.194399,0.00307666
264,0.194399,0.00307666
267,0.194399,0.00307666
270,0.194399,0.00307666
273,0.194241,0.0028536
276,0.194241,0.0028536
279,0.194241,0.0028536
282,0.194241,0.0028536
285,0.194241,0.0028536
288,0.194241,0.0028536
291,0.195999,0.00686096
294,0.195999,0.00686096
297,0.195999,0.00686096
300,0.195999,0.00686096
303,0.195999,0.00686096
306,0.195999,0.00686096
309,0.193468,0.0238134
312,0.193468,0.0238134
315,0.193468,0.0238134
318,0.193468,0.0238134
321,0.193468,0.0238134
324,0.193468,0.0238134
327,0.195626,0.0148487
330,0.195626,0.0148487
333,0.195626,0.0148487
336,0.195626,0.0148487
339,0.195626,0.0148487
342,0.195626,0.0148487
345,0.198087,0.00798394
348,0.198087,0.00798394
351,0.198087,0.00798394
354,0.198087,0.00798394
357,0.198087,0.00798394
360,0.198087,0.00798394
363,0.197599,0.0219904
366,0.197599,0.0219904
369,0.197599,0.0219904
372,0.197599,0.0219904
375,0.197599,0.0219904
378,0.197599,0.0219904
381,0.197618,0.0151295
384,0.197618,0.0151295
387,0.197618,0.0151295
390,0.197618,0.0151295
393,0.197618,0.0151295
396,0.197618,0.0151295
399,0.211017,0.0214597
402,0.211017,0.0214597
405,0.211017,0.0214597
408,0.211017,0.0214597
411,0.211017,0.0214597
414,0.211017,0.0214597
417,0.236665,0.0808085
420,0.236665,0.0808085
423,0.236665,0.0808085
426,0.236665,0.0808085
429,0.236665,0.0808085
432,0.236665,0.0808085
435,0.28018,0.127612
438,0.28018,0.127612
441,0.28018,0.127612
444,0.28018,0.127612
447,0.28018,0.127612
450,0.28018,0.127612
453,0.310697,0.112621
456,0.310697,0.112621
459,0.310697,0.112621
462,0.310697,0.112621
465,0.310697,0.112621
468,0.310697,0.112621
471,0.322154,0.168113
474,0.322154,0.168113
477,0.322154,0.168113
480,0.322154,0.168113
483,0.322154,0.168113
486,0.322154,0.168113
489,0.330949,0.244856
492,0.330949,0.244856
495,0.330949,0.244856
498,0.330949,0.244856
501,0.330949,0.244856
504,0.330949,0.244856
507,0.357627,0.124282
510,0.357627,0.124282
513,0.357627,0.124282
516,0.357627,0.124282
519,0.357627,0.124282
522,0.357627,0.124282
525,0.390317,0.0563991
528,0.390317,0.0563991
531,0.390317,0.0563991
534,0.390317,0.0563991
537,0.390317,0.0563991
540,0.390317,0.0563991
543,0.403962,0.0860466
546,0.403962,0.0860466
549,0.403962,0.0860466
552,0.403962,0.0860466
555,0.403962,0.0860466
558,0.403962,0.0860466
561,0.400239,0.0341356
564,0.400239,0.0341356
567,0.400239,0.0341356
570,0.400239,0.0341356
573,0.400239,0.0341356
576,0.400239,0.0341356
579,0.410123,0.132581
582,0.410123,0.132581
585,0.410123,0.132581
588,0.410123,0.132581
591,0.410123,0.132581
594,0.410123,0.132581
597,0.433867,0.0447001
600,0.433867,0.0447001
603,0.433867,0.0447001
606,0.433867,0.0447001
609,0.433867,0.0447001
612,0.433867,0.0447001
615,0.464107,0.0774473
618,0.464107,0.0774473
621,0.464107,0.0774473
624,0.464107,0.0774473
627,0.464107,0.0774473
630,0.464107,0.0774473
633,0.494085,0.0860966
636,0.494085,0.0860966
639,0.494085,0.0860966
642,0.494085,0.0860966
645,0.494085,0.0860966
648,0.494085,0.0860966
651,0.504527,0.0787049
654,0.504527,0.0787049
657,0.504527,0.0787049
660,0.504527,0.0787049
663,0.504527,0.0787049
666,0.504527,0.0787049
669,0.528005,0.0578605
672,0.528005,0.0578605
675,0.528005,0.0578605
678,0.528005,0.0578605
681,0.528005,0.0578605
684,0.528005,0.0578605
687,0.534901,0.0453731
690,0.534901,0.0453731
693,0.534901,0.0453731
696,0.534901,0.0453731
699,0.534901,0.0453731
702,0.534901,0.0453731
705,0.538039,0.105145
708,0.538039,0.105145
711,0.538039,0.105145
714,0.538039,0.105145
717,0.538039,0.105145
720,0.538039,0.105145
723,0.534939,0.0599949
726,0.534939,0.0599949
729,0.534939,0.0599949
732,0.534939,0.0599949
735,0.534939,0.0599949
738,0.534939,0.0599949
741,0.529363,0.00421503
744,0.529363,0.00421503
747,0.529363,0.00421503
750,0.529363,0.00421503
753,0.529363,0.00421503
756,0.529363,0.00421503
759,0.524521,0.00101914
762,0.524521,0.00101914
765,0.524521,0.00101914
768,0.524521,0.00101914
771,0.524521,0.00101914
774,0.524521,0.00101914
777,0.515241,0.00278438
780,0.515241,0.00278438
783,0.515241,0.00278438
786,0.515241,0.00278438
789,0.515241,0.00278438
792,0.515241,0.00278438
795,0.526217,0.0109875
798,0.526217,0.0109875
801,0.526217,0.0109875
804,0.526217,0.0109875
807,0.526217,0.0109875
810,0.526217,0.0109875
813,0.546654,0.00667251
816,0.546654,0.00667251
819,0.546654,0.00667251
822,0.546654,0.00667251
825,0.546654,0.00667251
828,0.546654,0.00667251
831,0.564987,0.0353162
834,0.564987,0.0353162
837,0.564987,0.0353162
840,0.564987,0.0353162
